Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
904-91-4438,C,Mumbai,Member,Male,Food and beverages,14.87,2,1.487,31.227,2/13/2019,18:15:00,Credit card,29.74,4.761904762,1.487,8.9
279-28-6899,C,Hyderabad,Normal,Male,Electronic accessories,30.24,1,1.512,31.752,03/04/19,15:44:00,Cash,30.24,4.761904762,1.512,8.4
320-49-6392,C,Mumbai,Normal,Female,Electronic accessories,30.24,1,1.512,31.752,3/4/2019,15:44:00,Cash,30.24,4.761904762,1.512,8.4
789-49-5406,A,Hyderabad,Normal,Male,Food and beverages,30.24,1,1.512,31.752,03/04/19,15:44:00,Ewallet,30.24,4.761904762,1.512,8.4
347-42-2957,C,Mumbai,Normal,Female,Electronic accessories,30.24,1,1.512,31.752,3/4/2019,15:44:00,Cash,30.24,4.761904762,1.512,8.4
462-26-6873,C,Hyderabad,Member,Female,Food and beverages,30.41,1,1.5205,31.9305,2/22/2019,10:36:00,Credit card,30.41,4.761904762,1.5205,8.4
488-25-4221,C,Hyderabad,Member,Male,Food and beverages,30.41,1,1.5205,31.9305,2/22/2019,10:36:00,Credit card,30.41,4.761904762,1.5205,8.4
318-12-0304,C,Delhi,Normal,Male,Fashion accessories,30.61,1,1.5305,32.1405,1/23/2019,12:20:00,Cash,30.61,4.761904762,1.5305,5.2
670-87-6531,A,Mumbai,Normal,Male,Fashion accessories,30.61,1,1.5305,32.1405,1/23/2019,12:20:00,Ewallet,30.61,4.761904762,1.5305,5.2
562-14-5324,C,Delhi,Normal,Male,Fashion accessories,30.61,1,1.5305,32.1405,1/23/2019,12:20:00,Cash,30.61,4.761904762,1.5305,5.2
881-64-5423,A,Hyderabad,Normal,Male,Fashion accessories,30.61,1,1.5305,32.1405,1/23/2019,12:20:00,Ewallet,30.61,4.761904762,1.5305,
307-04-2070,A,Mumbai,Member,Female,Fashion accessories,30.62,1,1.531,32.151,2/5/2019,14:14:00,Cash,30.62,4.761904762,1.531,4.1
318-17-7765,A,Mumbai,Member,Female,Fashion accessories,30.62,1,1.531,32.151,2/5/2019,14:14:00,Cash,30.62,4.761904762,1.531,4.1
617-15-4209,C,Hyderabad,Member,Male,Health and beauty,15.37,2,1.537,32.277,3/16/2019,19:47:00,Cash,30.74,4.761904762,1.537,7.2
434-33-2398,C,Hyderabad,Member,Male,Health and beauty,15.37,2,1.537,32.277,3/16/2019,19:47:00,Cash,30.74,4.761904762,1.537,
620-69-8733,C,Hyderabad,Member,Male,Sports and travel,15.49,2,1.549,32.529,1/16/2019,15:10:00,Cash,30.98,4.761904762,1.549,6.3
859-71-0933,C,Mumbai,Member,Female,Food and beverages,15.49,2,1.549,32.529,1/16/2019,15:10:00,Cash,30.98,4.761904762,1.549,6.3
811-69-9462,C,Hyderabad,Member,Male,Sports and travel,15.49,2,1.549,32.529,1/16/2019,15:10:00,Cash,30.98,4.761904762,1.549,
545-46-3100,B,Mumbai,Member,Male,Electronic accessories,10.59,3,1.5885,33.3585,3/12/2019,13:52:00,Credit card,31.77,4.761904762,1.5885,8.7
687-19-1927,B,Mumbai,Member,Male,Electronic accessories,10.59,3,1.5885,33.3585,03/12/19,13:52:00,Credit card,31.77,4.761904762,1.5885,8.7
819-48-2712,B,Mumbai,Member,Male,Electronic accessories,10.59,3,1.5885,33.3585,03/12/19,13:52:00,Credit card,31.77,4.761904762,1.5885,
319-44-3998,A,Delhi,Member,Male,Food and beverages,31.84,1,1.592,33.432,02/09/19,13:22:00,Cash,31.84,4.761904762,1.592,7.7
727-02-1313,A,Mumbai,Member,Male,Food and beverages,31.84,1,1.592,33.432,2/9/2019,13:22:00,Cash,31.84,4.761904762,1.592,7.7
471-31-3164,A,Delhi,Member,Male,Food and beverages,31.84,1,1.592,33.432,02/09/19,13:22:00,Cash,31.84,4.761904762,1.592,7.7
573-98-8548,C,Hyderabad,Member,Female,Fashion accessories,31.9,1,1.595,33.495,1/5/2019,12:40:00,Cash,31.9,4.761904762,1.595,9.1
875-84-3664,C,Mumbai,Member,Male,Food and beverages,31.9,1,1.595,33.495,1/5/2019,12:40:00,Cash,31.9,4.761904762,1.595,9.1
242-55-6721,A,Mumbai,Normal,Male,Home and lifestyle,16.16,2,1.616,33.936,3/7/2019,11:49:00,Ewallet,32.32,4.761904762,1.616,6.5
479-26-8945,A,Mumbai,Member,Male,Sports and travel,16.49,2,1.649,34.629,2/5/2019,11:32:00,Ewallet,32.98,4.761904762,1.649,4.6
649-29-6775,B,Mumbai,Normal,Male,Fashion accessories,33.52,1,1.676,35.196,2/8/2019,15:31:00,Cash,33.52,4.761904762,1.676,6.7
123-39-3349,B,Hyderabad,Normal,Male,Fashion accessories,33.52,1,1.676,35.196,2/8/2019,15:31:00,Cash,33.52,4.761904762,1.676,
574-31-8277,C,Mumbai,Member,Male,Fashion accessories,33.63,1,1.6815,35.3115,3/20/2019,19:55:00,Cash,33.63,4.761904762,1.6815,5.6
674-65-2938,B,Mumbai,Member,Male,Fashion accessories,33.63,1,1.6815,35.3115,3/20/2019,19:55:00,Cash,33.63,4.761904762,1.6815,5.6
489-43-2972,B,Mumbai,Member,Male,Fashion accessories,33.63,1,1.6815,35.3115,3/20/2019,19:55:00,Cash,33.63,4.761904762,1.6815,
320-85-2052,C,Mumbai,Normal,Female,Sports and travel,34.81,1,1.7405,36.5505,1/14/2019,10:11:00,Cash,34.81,4.761904762,1.7405,7
463-98-2251,B,Mumbai,Normal,Male,Sports and travel,34.81,1,1.7405,36.5505,1/14/2019,10:11:00,Credit card,34.81,4.761904762,1.7405,7
511-69-3141,C,Mumbai,Normal,Female,Sports and travel,34.81,1,1.7405,36.5505,1/14/2019,10:11:00,Cash,34.81,4.761904762,1.7405,7
351-97-9024,A,Delhi,Member,Male,Electronic accessories,11.94,3,1.791,37.611,1/19/2019,12:47:00,Cash,35.82,4.761904762,1.791,8.1
482-17-1179,C,Delhi,Member,Male,Electronic accessories,11.94,3,1.791,37.611,1/19/2019,12:47:00,Credit card,35.82,4.761904762,1.791,8.1
630-90-1914,A,Delhi,Member,Male,Food and beverages,11.94,3,1.791,37.611,1/19/2019,12:47:00,Cash,35.82,4.761904762,1.791,8.1
729-46-7422,C,Hyderabad,Normal,Male,Food and beverages,35.89,1,1.7945,37.6845,2/23/2019,16:52:00,Credit card,35.89,4.761904762,1.7945,7.9
967-54-6262,C,Mumbai,Normal,Male,Food and beverages,35.89,1,1.7945,37.6845,2/23/2019,16:52:00,Credit card,35.89,4.761904762,1.7945,7.9
523-38-0215,C,Mumbai,Normal,Male,Home and lifestyle,37,1,1.85,38.85,3/6/2019,13:29:00,Credit card,37,4.761904762,1.85,7.9
390-17-5806,C,Mumbai,Member,Female,Food and beverages,38.42,1,1.921,40.341,2/2/2019,16:33:00,Cash,38.42,4.761904762,1.921,8.6
650-86-3572,C,Hyderabad,Member,Male,Food and beverages,38.42,1,1.921,40.341,02/02/19,16:33:00,Cash,38.42,4.761904762,1.921,8.6
568-25-3046,C,Mumbai,Member,Male,Food and beverages,38.42,1,1.921,40.341,2/2/2019,16:33:00,Cash,38.42,4.761904762,1.921,8.6
423-80-4207,C,Hyderabad,Member,Male,Food and beverages,38.42,1,1.921,40.341,02/02/19,16:33:00,Cash,38.42,4.761904762,1.921,
575-67-1508,A,Delhi,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,1/29/2019,11:26:00,Ewallet,38.6,4.761904762,1.93,6.7
584-43-6478,A,Delhi,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,1/29/2019,11:26:00,Ewallet,38.6,4.761904762,1.93,6.7
573-10-3877,B,Mumbai,Normal,Male,Health and beauty,39.01,1,1.9505,40.9605,3/12/2019,16:46:00,Credit card,39.01,4.761904762,1.9505,4.7
449-27-2918,C,Mumbai,Member,Female,Sports and travel,39.12,1,1.956,41.076,3/26/2019,11:02:00,Cash,39.12,4.761904762,1.956,9.6
822-65-9066,B,Mumbai,Member,Male,Sports and travel,39.12,1,1.956,41.076,3/26/2019,11:02:00,Credit card,39.12,4.761904762,1.956,9.6
619-24-6828,C,Mumbai,Normal,Female,Sports and travel,39.12,1,1.956,41.076,3/26/2019,11:02:00,Cash,39.12,4.761904762,1.956,9.6
468-67-9947,C,Mumbai,Normal,Male,Food and beverages,39.12,1,1.956,41.076,3/26/2019,11:02:00,Cash,39.12,4.761904762,1.956,9.6
622-20-1945,C,Mumbai,Normal,Female,Health and beauty,39.42,1,1.971,41.391,1/18/2019,15:08:00,Cash,39.42,4.761904762,1.971,8.4
522-36-8341,C,Hyderabad,Normal,Female,Health and beauty,39.42,1,1.971,41.391,1/18/2019,15:08:00,Cash,39.42,4.761904762,1.971,
239-29-7519,B,Mumbai,Member,Male,Electronic accessories,39.48,1,1.974,41.454,2/12/2019,19:43:00,Cash,39.48,4.761904762,1.974,6.5
528-87-5606,C,Mumbai,Member,Female,Electronic accessories,39.48,1,1.974,41.454,2/12/2019,19:43:00,Cash,39.48,4.761904762,1.974,6.5
608-05-3804,B,Mumbai,Member,Male,Electronic accessories,39.75,1,1.9875,41.7375,2/25/2019,20:19:00,Cash,39.75,4.761904762,1.9875,6.1
819-57-7615,B,Mumbai,Member,Male,Electronic accessories,39.75,1,1.9875,41.7375,2/25/2019,20:19:00,Cash,39.75,4.761904762,1.9875,6.1
893-26-2443,B,Mumbai,Member,Male,Electronic accessories,39.75,1,1.9875,41.7375,2/25/2019,20:19:00,Cash,39.75,4.761904762,1.9875,
233-67-5758,C,Mumbai,Normal,Male,Health and beauty,40.35,1,2.0175,42.3675,1/29/2019,13:46:00,Ewallet,40.35,4.761904762,2.0175,6.2
324-92-3863,A,Delhi,Member,Male,Electronic accessories,20.89,2,2.089,43.869,2/5/2019,18:45:00,Cash,41.78,4.761904762,2.089,9.8
729-76-9586,A,Delhi,Member,Male,Electronic accessories,20.89,2,2.089,43.869,2/5/2019,18:45:00,Cash,41.78,4.761904762,2.089,9.8
348-87-1347,A,Delhi,Member,Male,Electronic accessories,20.89,2,2.089,43.869,2/5/2019,18:45:00,Cash,41.78,4.761904762,2.089,9.8
687-15-1097,C,Mumbai,Member,Male,Health and beauty,21.12,2,2.112,44.352,1/3/2019,19:17:00,Cash,42.24,4.761904762,2.112,9.7
426-60-8898,C,Mumbai,Member,Male,Health and beauty,21.12,2,2.112,44.352,1/3/2019,19:17:00,Cash,42.24,4.761904762,2.112,
504-35-8843,A,Delhi,Normal,Male,Sports and travel,42.47,1,2.1235,44.5935,1/2/2019,16:57:00,Cash,42.47,4.761904762,2.1235,5.7
193-39-0685,C,Hyderabad,Member,Male,Sports and travel,42.85,1,2.1425,44.9925,3/14/2019,15:36:00,Credit card,42.85,4.761904762,2.1425,9.3
722-13-2115,C,Mumbai,Member,Male,Sports and travel,42.85,1,2.1425,44.9925,3/14/2019,15:36:00,Cash,42.85,4.761904762,2.1425,9.3
105-10-6182,A,Delhi,Member,Male,Fashion accessories,21.48,2,2.148,45.108,2/27/2019,12:22:00,Ewallet,42.96,4.761904762,2.148,6.6
530-75-7833,A,Delhi,Member,Male,Fashion accessories,21.48,2,2.148,45.108,2/27/2019,12:22:00,Ewallet,42.96,4.761904762,2.148,6.6
569-71-4390,A,Mumbai,Normal,Male,Sports and travel,21.87,2,2.187,45.927,1/25/2019,14:29:00,Ewallet,43.74,4.761904762,2.187,6.9
983-11-6481,A,Mumbai,Normal,Male,Food and beverages,21.87,2,2.187,45.927,1/25/2019,14:29:00,Ewallet,43.74,4.761904762,2.187,6.9
470-31-3286,C,Mumbai,Normal,Male,Health and beauty,14.82,3,2.223,46.683,3/1/2019,11:30:00,Cash,44.46,4.761904762,2.223,8.7
560-49-6611,C,Delhi,Member,Female,Sports and travel,45.58,1,2.279,47.859,2/7/2019,14:13:00,Cash,45.58,4.761904762,2.279,9.8
816-73-3368,A,Delhi,Member,Male,Sports and travel,45.58,1,2.279,47.859,02/07/19,14:13:00,Cash,45.58,4.761904762,2.279,9.8
318-81-2368,C,Hyderabad,Normal,Female,Electronic accessories,46.2,1,2.31,48.51,3/19/2019,12:16:00,Cash,46.2,4.761904762,2.31,6.3
935-61-7647,C,Mumbai,Normal,Male,Food and beverages,46.2,1,2.31,48.51,3/19/2019,12:16:00,Cash,46.2,4.761904762,2.31,6.3
278-52-8382,C,Hyderabad,Normal,Female,Electronic accessories,46.2,1,2.31,48.51,3/19/2019,12:16:00,Cash,46.2,4.761904762,2.31,6.3
651-96-5970,A,Mumbai,Normal,Male,Fashion accessories,46.41,1,2.3205,48.7305,3/3/2019,20:06:00,Credit card,46.41,4.761904762,2.3205,4
873-53-3465,A,Hyderabad,Normal,Male,Fashion accessories,46.41,1,2.3205,48.7305,3/3/2019,20:06:00,Credit card,46.41,4.761904762,2.3205,
324-47-7431,A,Delhi,Member,Male,Food and beverages,23.48,2,2.348,49.308,3/14/2019,11:21:00,Cash,46.96,4.761904762,2.348,7.9
442-48-3607,A,Mumbai,Normal,Male,Food and beverages,23.48,2,2.348,49.308,3/14/2019,11:21:00,Cash,46.96,4.761904762,2.348,7.9
911-71-2047,A,Delhi,Member,Male,Food and beverages,23.48,2,2.348,49.308,3/14/2019,11:21:00,Cash,46.96,4.761904762,2.348,7.9
614-72-3554,C,Mumbai,Normal,Male,Food and beverages,23.48,2,2.348,49.308,3/14/2019,11:21:00,Cash,46.96,4.761904762,2.348,7.9
169-52-4504,C,Delhi,Normal,Female,Electronic accessories,15.69,3,2.3535,49.4235,3/14/2019,14:13:00,Credit card,47.07,4.761904762,2.3535,5.8
827-97-3769,A,Delhi,Normal,Male,Electronic accessories,15.69,3,2.3535,49.4235,3/14/2019,14:13:00,Credit card,47.07,4.761904762,2.3535,5.8
605-03-2706,A,Delhi,Normal,Female,Health and beauty,15.8,3,2.37,49.77,3/25/2019,18:02:00,Cash,47.4,4.761904762,2.37,9.5
113-77-2365,A,Delhi,Normal,Female,Health and beauty,15.8,3,2.37,49.77,3/25/2019,18:02:00,Cash,47.4,4.761904762,2.37,
395-55-1933,B,Mumbai,Normal,Male,Fashion accessories,47.44,1,2.372,49.812,2/22/2019,18:19:00,Cash,47.44,4.761904762,2.372,6.8
837-55-7229,C,Mumbai,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,2/22/2019,18:19:00,Credit card,47.44,4.761904762,2.372,6.8
565-88-2449,C,Mumbai,Normal,Male,Fashion accessories,47.44,1,2.372,49.812,2/22/2019,18:19:00,Cash,47.44,4.761904762,2.372,6.8
522-33-9366,C,Hyderabad,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,2/25/2019,15:31:00,Cash,48.61,4.761904762,2.4305,4.4
735-06-4124,C,Mumbai,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,2/25/2019,15:31:00,Cash,48.61,4.761904762,2.4305,4.4
163-56-7055,C,Hyderabad,Member,Male,Fashion accessories,48.71,1,2.4355,51.1455,3/26/2019,19:20:00,Cash,48.71,4.761904762,2.4355,4.1
388-44-1683,B,Mumbai,Normal,Male,Sports and travel,25.31,2,2.531,53.151,03/02/19,19:26:00,Cash,50.62,4.761904762,2.531,7.2
825-94-5922,B,Mumbai,Normal,Male,Sports and travel,25.31,2,2.531,53.151,3/2/2019,19:26:00,Cash,50.62,4.761904762,2.531,7.2
404-16-4747,C,Mumbai,Normal,Male,Sports and travel,25.31,2,2.531,53.151,03/02/19,19:26:00,Cash,50.62,4.761904762,2.531,7.2
516-77-6464,A,Mumbai,Member,Female,Food and beverages,10.16,5,2.54,53.34,2/24/2019,13:08:00,Ewallet,50.8,4.761904762,2.54,4.1
659-65-8956,A,Mumbai,Member,Male,Fashion accessories,51.36,1,2.568,53.928,1/16/2019,15:26:00,Ewallet,51.36,4.761904762,2.568,5.2
615-59-5717,A,Hyderabad,Member,Male,Fashion accessories,51.36,1,2.568,53.928,1/16/2019,15:26:00,Ewallet,51.36,4.761904762,2.568,
277-38-2859,C,Hyderabad,Member,Male,Fashion accessories,51.47,1,2.5735,54.0435,3/18/2019,15:52:00,Cash,51.47,4.761904762,2.5735,8.5
413-20-6708,C,Hyderabad,Member,Female,Fashion accessories,51.47,1,2.5735,54.0435,3/18/2019,15:52:00,Cash,51.47,4.761904762,2.5735,8.5
145-38-7581,A,Hyderabad,Member,Male,Food and beverages,51.47,1,2.5735,54.0435,3/18/2019,15:52:00,Ewallet,51.47,4.761904762,2.5735,8.5
382-41-1449,C,Hyderabad,Member,Male,Fashion accessories,51.47,1,2.5735,54.0435,3/18/2019,15:52:00,Cash,51.47,4.761904762,2.5735,8.5
885-56-0389,C,Mumbai,Member,Male,Food and beverages,52.35,1,2.6175,54.9675,2/12/2019,17:49:00,Cash,52.35,4.761904762,2.6175,4
807-34-3742,A,Mumbai,Normal,Male,Fashion accessories,52.38,1,2.619,54.999,3/26/2019,19:44:00,Cash,52.38,4.761904762,2.619,5.8
325-76-4241,C,Hyderabad,Normal,Male,Food and beverages,52.42,1,2.621,55.041,02/06/19,10:22:00,Cash,52.42,4.761904762,2.621,6.3
471-06-8611,C,Mumbai,Normal,Female,Food and beverages,52.42,1,2.621,55.041,2/6/2019,10:22:00,Credit card,52.42,4.761904762,2.621,6.3
111-35-9369,C,Hyderabad,Normal,Male,Food and beverages,52.42,1,2.621,55.041,02/06/19,10:22:00,Cash,52.42,4.761904762,2.621,6.3
664-14-2882,C,Mumbai,Member,Female,Home and lifestyle,10.53,5,2.6325,55.2825,1/30/2019,14:43:00,Credit card,52.65,4.761904762,2.6325,5.8
570-29-4385,C,Hyderabad,Member,Female,Home and lifestyle,10.53,5,2.6325,55.2825,1/30/2019,14:43:00,Credit card,52.65,4.761904762,2.6325,
462-78-5240,C,Mumbai,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,3/19/2019,14:35:00,Cash,53.22,4.761904762,2.661,4.2
559-77-8766,C,Hyderabad,Normal,Male,Electronic accessories,26.61,2,2.661,55.881,3/19/2019,14:35:00,Cash,53.22,4.761904762,2.661,4.2
587-73-4862,A,Mumbai,Member,Female,Food and beverages,10.69,5,2.6725,56.1225,3/26/2019,11:07:00,Ewallet,53.45,4.761904762,2.6725,7.6
238-45-6950,B,Mumbai,Member,Male,Food and beverages,53.72,1,2.686,56.406,3/1/2019,20:03:00,Ewallet,53.72,4.761904762,2.686,6.4
791-26-4618,B,Mumbai,Member,Male,Food and beverages,53.72,1,2.686,56.406,3/1/2019,20:03:00,Ewallet,53.72,4.761904762,2.686,6.4
676-10-2200,B,Mumbai,Member,Male,Fashion accessories,53.78,1,2.689,56.469,2/3/2019,20:13:00,Cash,53.78,4.761904762,2.689,4.7
772-44-6541,B,Mumbai,Member,Male,Fashion accessories,53.78,1,2.689,56.469,2/3/2019,20:13:00,Cash,53.78,4.761904762,2.689,
715-84-9775,A,Mumbai,Member,Male,Food and beverages,18.08,3,2.712,56.952,3/5/2019,19:46:00,Ewallet,54.24,4.761904762,2.712,8
895-66-0685,A,Mumbai,Member,Male,Food and beverages,18.08,3,2.712,56.952,3/5/2019,19:46:00,Ewallet,54.24,4.761904762,2.712,8
605-83-1050,A,Mumbai,Normal,Male,Fashion accessories,27.18,2,2.718,57.078,3/15/2019,16:26:00,Ewallet,54.36,4.761904762,2.718,4.3
519-71-8392,A,Mumbai,Normal,Male,Fashion accessories,27.18,2,2.718,57.078,3/15/2019,16:26:00,Ewallet,54.36,4.761904762,2.718,
154-74-7179,A,Mumbai,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,2/26/2019,19:24:00,Ewallet,54.45,4.761904762,2.7225,7.9
